2026-08-24 19:00,B라인,0.62,0.45,0.53,0.37
2026-08-25 02:00,A라인,0.06,0.07,0.02,0.0
2026-08-25 09:00,A라인,0.11,0.12,0.01,0.09
2026-08-25 07:00,C라인,0.88,0.99,0.94,0.72
2026-08-25 12:00,A라인,0.11,0.07,0.01,0.02
2026-08-26 14:00,C라인,0.91,0.93,0.98,0.72
2026-08-26 05:00,C라인,0.97,0.94,0.98,0.98
2026-08-24 08:00,C라인,0.91,0.89,0.93,0.68
2026-08-26 11:00,A라인,0.07,0.0,0.02,0.01
2026-08-25 00:00,B라인,0.5,0.56,0.53,0.46
2026-08-25 17:00,C라인,0.92,0.95,0.99,0.69
2026-08-25 21:00,A라인,0.1,0.13,0.05,0.04
2026-08-24 23:00,A라인,0.09,0.0,0.04,0.0
2026-08-26 05:00,A라인,0.02,0.05,0.01,0.03
2026-08-26 16:00,C라인,0.95,0.87,0.97,0.71
2026-08-24 14:00,B라인,0.6,0.52,0.51,0.36
2026-08-24 17:00,C라인,0.88,0.92,0.98,0.68
2026-08-26 13:00,A라인,0.04,0.1,0.05,0.03
2026-08-24 19:00,A라인,0.07,0.08,0.0,0.01
2026-08-25 20:00,C라인,1.0,0.9,0.94,0.41
2026-08-26 02:00,A라인,0.54,0.04,0.06,0.04
2026-08-26 00:00,C라인,0.94,0.88,0.99,0.68
2026-08-25 08:00,A라인,0.05,0.09,0.06,0.06
2026-08-25 06:00,B라인,0.58,0.55,0.47,0.39
2026-08-25 05:00,A라인,0.54,0.01,0.02,0.02
2026-08-25 10:00,A라인,0.06,0.12,0.06,0.08
2026-08-24 19:00,C라인,0.89,0.98,0.98,0.73
2026-08-25 20:00,A라인,0.08,0.13,0.0,0.1
2026-08-25 13:00,A라인,0.08,0.01,0.05,0.05
2026-08-26 09:00,B라인,0.53,0.47,0.48,0.39
2026-08-25 19:00,A라인,0.68,0.02,0.04,0.0
2026-08-25 19:00,B라인,0.52,0.49,0.52,0.4
2026-08-24 14:00,B라인,0.59,0.52,0.51,0.37
2026-08-24 21:00,C라인,0.99,0.93,0.96,0.75
2026-08-24 06:00,B라인,0.59,0.51,0.5,0.43
2026-08-26 09:00,A라인,0.05,0.06,0.05,0.07
2026-08-24 21:00,A라인,0.08,0.11,0.05,0.05
2026-08-24 12:00,A라인,0.12,0.06,0.06,0.1
2026-08-25 13:00,C라인,0.54,0.92,0.96,0.68
2026-08-24 13:00,C라인,0.95,0.92,0.93,0.76
2026-08-24 23:00,B라인,0.5,0.49,0.54,0.38
2026-08-24 16:00,C라인,0.97,0.98,0.96,0.73
2026-08-26 01:00,B라인,0.53,0.51,0.53,0.41
2026-08-26 16:00,B라인,0.62,0.46,0.53,0.43
2026-08-24 10:00,A라인,0.06,0.07,0.01,0.03
2026-08-25 11:00,B라인,0.52,0.47,0.49,0.46
2026-08-25 10:00,C라인,0.99,0.96,0.98,0.77
2026-08-24 13:00,B라인,0.54,0.44,0.53,0.38
2026-08-25 14:00,C라인,0.98,0.93,0.98,0.75
2026-08-24 09:00,A라인,0.02,0.5,0.03,0.08
2026-08-24 15:00,A라인,0.07,0.0,0.04,0.05
2026-08-25 22:00,B라인,0.61,0.46,0.52,0.39
2026-08-26 12:00,A라인,0.1,0.11,0.04,0.04
2026-08-25 02:00,B라인,0.57,0.54,0.53,0.41
2026-08-25 19:00,C라인,0.98,0.93,0.97,0.71
2026-08-24 08:00,A라인,0.66,0.08,0.03,0.0
2026-08-25 07:00,A라인,0.02,0.02,0.06,0.03
2026-08-25 21:00,C라인,0.97,1.0,0.98,0.74
2026-08-25 03:00,A라인,0.02,0.03,0.03,0.0
2026-08-26 01:00,C라인,0.94,0.95,0.98,0.74
2026-08-25 11:00,C라인,0.98,0.95,0.96,0.76
2026-08-26 04:00,B라인,0.58,0.51,0.53,0.43
2026-08-26 07:00,C라인,0.94,0.97,1.0,0.7
2026-08-25 10:00,B라인,0.53,0.47,0.47,0.46
2026-08-25 17:00,B라인,0.53,0.48,0.53,0.39
2026-08-24 14:00,A라인,0.04,0.06,0.04,0.1
2026-08-24 15:00,B라인,0.52,0.52,0.46,0.45
2026-08-25 12:00,B라인,0.55,0.55,0.47,0.42
2026-08-26 03:00,C라인,0.99,0.97,0.98,0.67
2026-08-26 01:00,A라인,0.08,0.04,0.02,0.01
2026-08-25 04:00,C라인,0.12,0.95,0.95,0.69
2026-08-26 06:00,C라인,0.92,0.9,0.99,0.75
2026-08-26 05:00,B라인,0.57,0.51,0.47,0.4
2026-08-25 17:00,A라인,0.08,0.1,0.03,0.07
2026-08-25 18:00,C라인,0.95,0.95,0.97,0.78
2026-08-26 11:00,B라인,0.52,0.47,0.49,0.42
2026-08-26 03:00,A라인,0.06,0.03,0.01,0.1
2026-08-24 06:00,A라인,0.01,0.07,0.03,0.02
2026-08-26 00:00,A라인,0.1,0.09,0.05,0.09
2026-08-24 13:00,A라인,0.54,0.07,0.04,0.04
2026-08-25 03:00,B라인,0.61,0.55,0.46,0.37
2026-08-25 05:00,C라인,0.94,0.99,0.99,0.75
2026-08-25 09:00,C라인,0.89,0.91,0.98,0.7
2026-08-24 16:00,B라인,0.52,0.49,0.47,0.4
2026-08-26 12:00,C라인,0.95,0.99,1.0,0.7
2026-08-26 08:00,C라인,0.96,0.5,0.96,0.74
2026-08-26 17:00,C라인,1.0,0.92,0.97,0.69
2026-08-24 20:00,C라인,0.9,0.95,0.97,0.76
2026-08-24 16:00,A라인,0.1,0.01,0.01,0.07
2026-08-26 04:00,C라인,0.97,0.88,0.98,0.68
2026-08-26 14:00,B라인,0.54,0.56,0.47,0.37
2026-08-25 15:00,B라인,0.61,0.51,0.53,0.41
2026-08-26 06:00,A라인,0.12,0.05,0.06,0.05
2026-08-26 03:00,B라인,0.5,0.48,0.48,0.42
2026-08-25 23:00,B라인,0.52,0.52,0.5,0.36
2026-08-24 12:00,B라인,0.54,0.46,0.53,0.46
2026-08-25 23:00,A라인,0.06,0.08,0.07,0.08
2026-08-25 16:00,C라인,0.9,0.93,0.95,0.74
2026-08-24 17:00,A라인,0.94,0.06,0.01,0.07
2026-08-25 01:00,B라인,0.61,0.5,0.52,0.39
2026-08-24 22:00,B라인,0.53,0.47,0.48,0.39
2026-08-25 16:00,B라인,0.5,0.51,0.54,0.44
2026-08-24 22:00,C라인,0.9,1.0,0.96,0.71
2026-08-25 05:00,B라인,0.56,0.49,0.54,0.44
2026-08-26 07:00,B라인,0.62,0.46,0.53,0.42
2026-08-26 15:00,A라인,0.0,0.08,0.02,0.05
2026-08-24 22:00,A라인,0.03,0.09,0.03,0.41
2026-08-25 18:00,B라인,0.53,0.52,0.5,0.38
2026-08-25 07:00,B라인,0.5,0.49,0.47,0.38
2026-08-24 07:00,C라인,0.95,0.91,0.94,0.68
2026-08-25 08:00,B라인,0.62,0.5,0.5,0.37
2026-08-26 10:00,C라인,0.96,0.9,0.98,0.41
2026-08-25 15:00,A라인,0.04,0.12,0.06,0.06
2026-08-25 09:00,B라인,0.51,0.5,0.53,0.39
2026-08-25 00:00,C라인,0.92,0.97,1.0,0.71
2026-08-26 00:00,B라인,0.53,0.55,0.52,0.42
2026-08-25 02:00,C라인,0.89,0.98,0.97,0.7
2026-08-24 10:00,B라인,0.6,0.47,0.51,0.4
2026-08-24 09:00,C라인,1.0,0.98,0.93,0.71
2026-08-25 18:00,A라인,0.09,0.12,0.0,0.06
2026-08-25 04:00,B라인,0.51,0.48,0.5,0.46
2026-08-25 14:00,A라인,0.11,0.07,0.02,0.09
2026-08-26 11:00,C라인,0.93,0.94,0.95,0.7
2026-08-24 17:00,B라인,0.52,0.56,0.5,0.45
2026-08-25 11:00,A라인,0.11,0.04,0.06,0.03
2026-08-24 21:00,B라인,0.54,0.49,0.52,0.39
2026-08-24 20:00,A라인,0.02,0.1,0.07,0.06
2026-08-26 10:00,B라인,0.52,0.49,0.48,0.4
2026-08-25 22:00,C라인,0.9,0.87,0.99,0.75
2026-08-26 02:00,C라인,0.89,0.93,0.99,0.75
2026-08-26 08:00,A라인,0.81,0.1,0.07,0.09
2026-08-26 08:00,B라인,0.55,0.49,0.51,0.38
2026-08-24 07:00,B라인,0.51,0.56,0.52,0.42
2026-08-25 20:00,B라인,0.5,0.44,0.5,0.42
2026-08-26 04:00,A라인,0.02,0.07,0.03,0.07
2026-08-26 12:00,B라인,0.58,0.47,0.51,0.44
2026-08-26 13:00,B라인,0.54,0.55,0.5,0.41
2026-08-26 06:00,B라인,0.6,0.57,0.52,0.41
2026-08-25 16:00,A라인,0.06,0.07,0.01,0.06
2026-08-24 07:00,A라인,0.09,0.07,0.06,0.07
2026-08-24 18:00,B라인,0.54,0.45,0.52,0.46
2026-08-25 08:00,C라인,0.98,0.89,0.94,0.71
2026-08-25 15:00,C라인,0.89,0.92,0.97,0.76
2026-08-25 06:00,A라인,0.07,0.11,0.03,0.05
2026-08-24 11:00,A라인,0.03,0.04,0.03,0.1
2026-08-24 18:00,C라인,0.94,0.99,0.93,0.72
2026-08-25 06:00,C라인,1.0,0.97,0.95,0.73
2026-08-24 20:00,B라인,0.6,0.47,0.52,0.44
2026-08-26 09:00,C라인,0.89,0.92,0.96,0.75
2026-08-26 10:00,A라인,0.02,0.13,0.03,0.02
